0.11
0.16
0.31
0.83
0.47
0.5
1
0.08
0.11
0.23
0.44
0.47
0.16
0.25
0.52
0.72
0.13
0.21
0.5
0.31
1.7
0.24
0.305
0.34
0.75
0.6
1
0.13
0.23
0.54
0.51
