4.7
2.1
1.6
0.7
1.5
0.4
0.1
14.4
4.4
1.8
0.4
0.2
3.0
1.2
0.5
0.09
8.3
3.9
0.3
1.1
0.2
3.0
2.7
2.0
0.7
0.4
0.5
4.3
1.9
0.8
0.6
