53.9
14.2
2.9
0.6
1.7
0.02
0.01
346
66.3
12.1
3.4
5.9
26
10.4
1.7
1.1
43
9.1
0.6
4.4
0.1
9.5
5.9
3.8
0.8
0.5
0.2
67.5
15.1
2.4
3.9
