0.25
0.38
0.31
0.57
0.33
0.75
3
0.27
0.27
0.27
0.25
0.5
0.3
0.33
0.4
0.33
0.26
0.28
1
0.27
0.5
0.26
0.29
0.25
0.42
0.25
0.4
0.27
0.31
0.37
0.33
