0.35
0.34
0.41
0.38
0.39
0.38
0.44
0.89
0.68
1
0.67
1
0.4
0.44
0.5
0.6
0.53
0.42
0.66
0.42
1.5
0.82
0.71
0.75
1.33
0.6
0.6
0.36
0.38
0.5
1
